+------+----------------------+--------------------+-----------+-----------+---------------------------+-------------+----------------------------------------------+-------------------+-------------+-----------------+-----------------+----------------+--------------+------------------+------------------+-----------------+-----------+---------------+---------------+--------------+-----------+---------------+---------------+--------------+-------------+-----------------+-----------------+----------------+-------------+-----------------+-----------------+----------------+------------------+---------------+-------------------+-------------------+------------------+------------+----------------+----------------+---------------+----------+--------------+--------------+-------------+------------+---------------+-----------+---------------+---------------+--------------+----------+--------------+--------------+-------------+-----------+---------------+---------------+--------------+----------+--------------+--------------+-------------+---------------+-----------+---------------+---------------+--------------+--------------+-----------+---------------+------------+------------+---------------+---------------+-----------+---------------+---------------+-----------+---------------+---------------+--------------+------------------+------------------+
|      | pl_name              | hostname           |   sy_snum |   sy_pnum | discoverymethod           |   disc_year | disc_facility                                |   pl_controv_flag |   pl_orbper |   pl_orbpererr1 |   pl_orbpererr2 |   pl_orbperlim |   pl_orbsmax |   pl_orbsmaxerr1 |   pl_orbsmaxerr2 |   pl_orbsmaxlim |   pl_rade |   pl_radeerr1 |   pl_radeerr2 |   pl_radelim |   pl_radj |   pl_radjerr1 |   pl_radjerr2 |   pl_radjlim |   pl_bmasse |   pl_bmasseerr1 |   pl_bmasseerr2 |   pl_bmasselim |   pl_bmassj |   pl_bmassjerr1 |   pl_bmassjerr2 |   pl_bmassjlim | pl_bmassprov     |   pl_orbeccen |   pl_orbeccenerr1 |   pl_orbeccenerr2 |   pl_orbeccenlim |   pl_insol |   pl_insolerr1 |   pl_insolerr2 |   pl_insollim |   pl_eqt |   pl_eqterr1 |   pl_eqterr2 |   pl_eqtlim |   ttv_flag | st_spectype   |   st_teff |   st_tefferr1 |   st_tefferr2 |   st_tefflim |   st_rad |   st_raderr1 |   st_raderr2 |   st_radlim |   st_mass |   st_masserr1 |   st_masserr2 |   st_masslim |   st_met |   st_meterr1 |   st_meterr2 |   st_metlim | st_metratio   |   st_logg |   st_loggerr1 |   st_loggerr2 |   st_logglim | rastr        |        ra | decstr        |        dec |    sy_dist |   sy_disterr1 |   sy_disterr2 |   sy_vmag |   sy_vmagerr1 |   sy_vmagerr2 |   sy_kmag |   sy_kmagerr1 |   sy_kmagerr2 |   sy_gaiamag |   sy_gaiamagerr1 |   sy_gaiamagerr2 |
| 4823 | TOI-1260 b           | TOI-1260           |         1 |         3 | Transit                   |        2021 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |    3.12746  |      5e-06      |     -5e-06      |              0 |     0.0367   |         0.0011   |        -0.0011   |               0 |     2.41  |         0.05  |        -0.05  |            0 |     0.215 |         0.004 |        -0.004 |            0 |     8.56    |         1.54    |        -1.54    |              0 |     0.02693 |         0.00485 |        -0.00485 |              0 | Mass             |      0        |        nan        |        nan        |                0 |      95.58 |           0.07 |          -0.07 |             0 |      871 |           24 |          -24 |           0 |          0 | K6 V          |   4227    |         85    |        -85    |            0 |     0.67 |         0.01 |        -0.01 |           0 |      0.68 |          0.1  |         -0.06 |            0 |   -0.1   |        0.07  |       -0.07  |           0 | [Fe/H]        |      4.57 |          0.05 |         -0.05 |            0 | 10h28m34.58s | 157.144   | +65d51m15.11s |  65.8542   |   73.5977  |       0.1607  |      -0.1601  |  11.922   |        0.034  |       -0.034  |     8.95  |         0.022 |        -0.022 |     11.5743  |        0.000536  |       -0.000536  |
| 4824 | TOI-1260 c           | TOI-1260           |         1 |         3 | Transit                   |        2021 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |    7.49313  |      2e-05      |     -2e-05      |              0 |     0.0657   |         0.002    |        -0.002    |               0 |     2.76  |         0.07  |        -0.07  |            0 |     0.246 |         0.006 |        -0.006 |            0 |    13.2     |         4.23    |        -4.23    |              0 |     0.04153 |         0.01331 |        -0.01331 |              0 | Mass             |      0        |        nan        |        nan        |                0 |      29.81 |           0.05 |          -0.05 |             0 |      651 |           18 |          -18 |           0 |          0 | K6 V          |   4227    |         85    |        -85    |            0 |     0.67 |         0.01 |        -0.01 |           0 |      0.68 |          0.1  |         -0.06 |            0 |   -0.1   |        0.07  |       -0.07  |           0 | [Fe/H]        |      4.57 |          0.05 |         -0.05 |            0 | 10h28m34.58s | 157.144   | +65d51m15.11s |  65.8542   |   73.5977  |       0.1607  |      -0.1601  |  11.922   |        0.034  |       -0.034  |     8.95  |         0.022 |        -0.022 |     11.5743  |        0.000536  |       -0.000536  |
| 4825 | TOI-1260 d           | TOI-1260           |         1 |         3 | Transit                   |        2022 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |   16.6082   |      8.3e-05    |     -8.3e-05    |              0 |     0.1116   |         0.0033   |        -0.0033   |               0 |     3.12  |         0.08  |        -0.08  |            0 |     0.278 |         0.007 |        -0.007 |            0 |    11.84    |         7.79    |        -7.79    |              0 |     0.03725 |         0.02451 |        -0.02451 |              0 | Mass             |      0        |        nan        |        nan        |                0 |      10.32 |           0.07 |          -0.07 |             0 |      499 |           14 |          -14 |           0 |          0 | K6 V          |   4227    |         85    |        -85    |            0 |     0.67 |         0.01 |        -0.01 |           0 |      0.68 |          0.1  |         -0.06 |            0 |   -0.1   |        0.07  |       -0.07  |           0 | [Fe/H]        |      4.57 |          0.05 |         -0.05 |            0 | 10h28m34.58s | 157.144   | +65d51m15.11s |  65.8542   |   73.5977  |       0.1607  |      -0.1601  |  11.922   |        0.034  |       -0.034  |     8.95  |         0.022 |        -0.022 |     11.5743  |        0.000536  |       -0.000536  |
| 4836 | TOI-132 b            | TOI-132            |         1 |         1 | Transit                   |        2020 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |    2.1097   |      1.2e-05    |     -1.1e-05    |              0 |     0.026    |         0.002    |        -0.003    |               0 |     3.42  |         0.13  |        -0.14  |            0 |     0.305 |         0.012 |        -0.012 |            0 |    22.4     |         1.9     |        -1.92    |              0 |     0.07048 |         0.00598 |        -0.00604 |              0 | Mass             |      0.059    |          0.05     |         -0.037    |                0 |     860    |         nan    |         nan    |             0 |     1395 |           52 |          -72 |           0 |          0 | G8 V          |   5397    |         46    |        -46    |            0 |     0.9  |         0.02 |        -0.02 |           0 |      0.97 |          0.06 |         -0.06 |            0 |    0.16  |        0.1   |       -0.1   |           0 | [Fe/H]        |      4.48 |          0.23 |         -0.23 |            0 | 22h33m35.92s | 338.4     | -43d26m12.74s | -43.4369   |  163.678   |       0.993   |      -0.981   |  11.197   |        0.013  |       -0.013  |     9.646 |         0.023 |        -0.023 |     11.3208  |        0.000702  |       -0.000702  |
| 4841 | TOI-1422 b           | TOI-1422           |         1 |         1 | Transit                   |        2022 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |   12.9972   |      0.0006     |     -0.0006     |              0 |     0.108    |         0.003    |        -0.003    |               0 |     3.96  |         0.13  |        -0.11  |            0 |     0.353 |         0.012 |        -0.01  |            0 |     9       |         2.3     |        -2       |              0 |     0.02832 |         0.00724 |        -0.00629 |              0 | Mass             |      0.04     |          0.05     |         -0.03     |                0 |      88.46 |         nan    |         nan    |             0 |      867 |           17 |          -17 |           0 |          0 | G2 V          |   5840    |         62    |        -62    |            0 |     1.02 |         0.01 |        -0.01 |           0 |      0.98 |          0.06 |         -0.07 |            0 |   -0.09  |        0.07  |       -0.07  |           0 | [Fe/H]        |      4.41 |          0.11 |         -0.11 |            0 | 23h36m57.80s | 354.241   | +39d38m21.41s |  39.6393   |  155.141   |       0.663   |      -0.657   |  10.622   |        0.007  |       -0.007  |     9.19  |         0.022 |        -0.022 |     10.5521  |        0.000231  |       -0.000231  |
| 4858 | TOI-1670 b           | TOI-1670           |         1 |         2 | Transit                   |        2022 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |   10.9846   |      0.00046    |     -0.00051    |              0 |     0.103    |         0.002    |        -0.002    |               0 |     2.06  |         0.19  |        -0.15  |            0 |     0.184 |         0.017 |        -0.013 |            0 |    41.3177  |       nan       |       nan       |              1 |     0.13    |       nan       |       nan       |              1 | Mass             |      0.59     |          0.17     |         -0.26     |                0 |      86.15 |         nan    |         nan    |             0 |     1062 |           14 |          -13 |           0 |          0 | F7 V          |   6170    |         61    |        -61    |            0 |     1.32 |         0.02 |        -0.02 |           0 |      1.21 |          0.02 |         -0.02 |            0 |    0.09  |        0.07  |       -0.07  |           0 | [Fe/H]        |      4.29 |          0.11 |         -0.11 |            0 | 17h16m04.14s | 259.017   | +72d09m40.25s |  72.1612   |  168.067   |       0.69    |      -0.684   |   9.889   |        0.004  |       -0.004  |     8.724 |         0.018 |        -0.018 |      9.81934 |        0.00037   |       -0.00037   |
| 4875 | TOI-178 c            | TOI-178            |         1 |         6 | Transit                   |        2021 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |    3.23845  |      2e-05      |     -1.9e-05    |              0 |     0.037    |         0.0011   |        -0.0011   |               0 |     1.669 |         0.114 |        -0.099 |            0 |     0.149 |         0.01  |        -0.009 |            0 |     4.77    |         0.55    |        -0.68    |              0 |     0.01501 |         0.00173 |        -0.00214 |              0 | Mass             |    nan        |        nan        |        nan        |              nan |      97.62 |         nan    |         nan    |             0 |      873 |           18 |          -18 |           0 |          0 | K             |   4316    |         70    |        -70    |            0 |     0.65 |         0.01 |        -0.01 |           0 |      0.65 |          0.03 |         -0.03 |            0 |   -0.23  |        0.05  |       -0.05  |           0 | [Fe/H]        |      4.45 |          0.15 |         -0.15 |            0 | 00h29m12.48s |   7.30201 | -30d27m14.82s | -30.4541   |   62.699   |       0.2074  |      -0.2061  |  11.955   |        0.035  |       -0.035  |     8.656 |         0.021 |        -0.021 |     11.1523  |        0.00089   |       -0.00089   |
| 4876 | TOI-178 d            | TOI-178            |         1 |         6 | Transit                   |        2021 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |    6.5577   |      1.6e-05    |     -1.6e-05    |              0 |     0.0592   |         0.0018   |        -0.0018   |               0 |     2.572 |         0.075 |        -0.078 |            0 |     0.229 |         0.007 |        -0.007 |            0 |     3.01    |         0.8     |        -1.03    |              0 |     0.00947 |         0.00252 |        -0.00324 |              0 | Mass             |    nan        |        nan        |        nan        |              nan |      38.1  |         nan    |         nan    |             0 |      690 |           14 |          -14 |           0 |          0 | K             |   4316    |         70    |        -70    |            0 |     0.65 |         0.01 |        -0.01 |           0 |      0.65 |          0.03 |         -0.03 |            0 |   -0.23  |        0.05  |       -0.05  |           0 | [Fe/H]        |      4.45 |          0.15 |         -0.15 |            0 | 00h29m12.48s |   7.30201 | -30d27m14.82s | -30.4541   |   62.699   |       0.2074  |      -0.2061  |  11.955   |        0.035  |       -0.035  |     8.656 |         0.021 |        -0.021 |     11.1523  |        0.00089   |       -0.00089   |
| 4877 | TOI-178 e            | TOI-178            |         1 |         6 | Transit                   |        2021 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |    9.96188  |      4.2e-05    |     -4.2e-05    |              0 |     0.0783   |         0.0023   |        -0.0024   |               0 |     2.207 |         0.088 |        -0.09  |            0 |     0.197 |         0.008 |        -0.008 |            0 |     3.86    |         1.25    |        -0.94    |              0 |     0.01214 |         0.00393 |        -0.00296 |              0 | Mass             |    nan        |        nan        |        nan        |              nan |      21.82 |         nan    |         nan    |             0 |      600 |           12 |          -12 |           0 |          0 | K             |   4316    |         70    |        -70    |            0 |     0.65 |         0.01 |        -0.01 |           0 |      0.65 |          0.03 |         -0.03 |            0 |   -0.23  |        0.05  |       -0.05  |           0 | [Fe/H]        |      4.45 |          0.15 |         -0.15 |            0 | 00h29m12.48s |   7.30201 | -30d27m14.82s | -30.4541   |   62.699   |       0.2074  |      -0.2061  |  11.955   |        0.035  |       -0.035  |     8.656 |         0.021 |        -0.021 |     11.1523  |        0.00089   |       -0.00089   |
| 4878 | TOI-178 f            | TOI-178            |         1 |         6 | Transit                   |        2021 | Multiple Observatories                       |                 0 |   15.2319   |      0.000115   |     -9.5e-05    |              0 |     0.1039   |         0.0031   |        -0.0031   |               0 |     2.287 |         0.108 |        -0.11  |            0 |     0.204 |         0.01  |        -0.01  |            0 |     7.72    |         1.67    |        -1.52    |              0 |     0.02429 |         0.00525 |        -0.00478 |              0 | Mass             |    nan        |        nan        |        nan        |              nan |     nan    |         nan    |         nan    |           nan |      521 |           11 |          -11 |           0 |          0 | K             |   4316    |         70    |        -70    |            0 |     0.65 |         0.01 |        -0.01 |           0 |      0.65 |          0.03 |         -0.03 |            0 |   -0.23  |        0.05  |       -0.05  |           0 | [Fe/H]        |      4.45 |          0.15 |         -0.15 |            0 | 00h29m12.48s |   7.30201 | -30d27m14.82s | -30.4541   |   62.699   |       0.2074  |      -0.2061  |  11.955   |        0.035  |       -0.035  |     8.656 |         0.021 |        -0.021 |     11.1523  |        0.00089   |       -0.00089   |
| 4879 | TOI-178 g            | TOI-178            |         1 |         6 | Transit                   |        2021 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |   20.7095   |      0.00014    |     -0.00011    |              0 |     0.1275   |         0.0038   |        -0.0039   |               0 |     2.87  |         0.14  |        -0.13  |            0 |     0.256 |         0.012 |        -0.012 |            0 |     3.94    |         1.31    |        -1.62    |              0 |     0.0124  |         0.00412 |        -0.0051  |              0 | Mass             |    nan        |        nan        |        nan        |              nan |      19.5  |         nan    |         nan    |             0 |      470 |           10 |          -10 |           0 |          0 | K             |   4316    |         70    |        -70    |            0 |     0.65 |         0.01 |        -0.01 |           0 |      0.65 |          0.03 |         -0.03 |            0 |   -0.23  |        0.05  |       -0.05  |           0 | [Fe/H]        |      4.45 |          0.15 |         -0.15 |            0 | 00h29m12.48s |   7.30201 | -30d27m14.82s | -30.4541   |   62.699   |       0.2074  |      -0.2061  |  11.955   |        0.035  |       -0.035  |     8.656 |         0.021 |        -0.021 |     11.1523  |        0.00089   |       -0.00089   |
| 4892 | TOI-2048 b           | TOI-2048           |         1 |         1 | Transit                   |        2022 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |   13.7902   |      0.00065    |     -0.00084    |              0 |   nan        |       nan        |       nan        |             nan |     2.61  |         0.17  |        -0.16  |            0 |     0.233 |         0.015 |        -0.014 |            0 |     7.32    |       nan       |       nan       |              0 |     0.023   |       nan       |       nan       |              0 | M-R relationship |      0.13     |          0.18     |         -0.09     |                0 |      29.04 |         nan    |         nan    |             0 |      646 |          nan |          nan |           0 |          0 | G V           |   5185    |         60    |        -60    |            0 |     0.79 |         0.04 |        -0.04 |           0 |      0.83 |          0.03 |         -0.03 |            0 |    0.02  |        0.08  |       -0.08  |           0 | [m/H]         |      4.6  |          0.08 |         -0.08 |            0 | 15h51m41.79s | 237.924   | +52d18m22.71s |  52.3063   |  116.567   |       0.292   |      -0.29    |  11.431   |        0.017  |       -0.017  |     9.439 |         0.014 |        -0.014 |     11.3252  |        0.000898  |       -0.000898  |
| 4894 | TOI-2076 b           | TOI-2076           |         1 |         3 | Transit                   |        2021 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |   10.3551   |      0.0002     |     -0.00014    |              0 |     0.0682   |         0.0013   |        -0.0013   |               0 |     2.518 |         0.036 |        -0.036 |            0 |     0.225 |         0.003 |        -0.003 |            0 |     6.89    |       nan       |       nan       |              0 |     0.0217  |       nan       |       nan       |              0 | M-R relationship |    nan        |        nan        |        nan        |              nan |      84.06 |           5.07 |          -4.78 |             0 |      797 |           12 |          -12 |           0 |          1 | K             |   5200    |         70    |        -70    |            0 |     0.77 |         0.01 |        -0.01 |           0 |      0.82 |          0.04 |         -0.04 |            0 |   -0.09  |        0.04  |       -0.04  |           0 | [Fe/H]        |      4.45 |          0.12 |         -0.12 |            0 | 14h29m34.08s | 217.392   | +39d47m25.44s |  39.7904   |   41.9091  |       0.0528  |      -0.0526  |   9.139   |        0.002  |       -0.002  |     7.115 |         0.017 |        -0.017 |      8.91028 |        0.000477  |       -0.000477  |
| 4895 | TOI-2076 c           | TOI-2076           |         1 |         3 | Transit                   |        2021 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |   21.0154   |      0.00084    |     -0.00074    |              0 |     0.1093   |         0.0021   |        -0.0021   |               0 |     3.497 |         0.043 |        -0.043 |            0 |     0.312 |         0.004 |        -0.004 |            0 |    12       |       nan       |       nan       |              0 |     0.0378  |       nan       |       nan       |              0 | M-R relationship |    nan        |        nan        |        nan        |              nan |      32.7  |           1.9  |          -1.9  |             0 |      630 |            9 |           -9 |           0 |          1 | K             |   5200    |         70    |        -70    |            0 |     0.77 |         0.01 |        -0.01 |           0 |      0.82 |          0.04 |         -0.04 |            0 |   -0.09  |        0.04  |       -0.04  |           0 | [Fe/H]        |      4.45 |          0.12 |         -0.12 |            0 | 14h29m34.08s | 217.392   | +39d47m25.44s |  39.7904   |   41.9091  |       0.0528  |      -0.0526  |   9.139   |        0.002  |       -0.002  |     7.115 |         0.017 |        -0.017 |      8.91028 |        0.000477  |       -0.000477  |
| 4896 | TOI-2076 d           | TOI-2076           |         1 |         3 | Transit                   |        2021 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |   35.1254   |      0.00067    |     -0.00067    |              0 |     0.1539   |         0.0029   |        -0.0029   |               0 |     3.232 |         0.063 |        -0.063 |            0 |     0.288 |         0.006 |        -0.006 |            0 |    10.5     |       nan       |       nan       |              0 |     0.0331  |       nan       |       nan       |              0 | M-R relationship |    nan        |        nan        |        nan        |              nan |      16.5  |           1    |          -1    |             0 |      530 |            8 |           -8 |           0 |          0 | K             |   5200    |         70    |        -70    |            0 |     0.77 |         0.01 |        -0.01 |           0 |      0.82 |          0.04 |         -0.04 |            0 |   -0.09  |        0.04  |       -0.04  |           0 | [Fe/H]        |      4.45 |          0.12 |         -0.12 |            0 | 14h29m34.08s | 217.392   | +39d47m25.44s |  39.7904   |   41.9091  |       0.0528  |      -0.0526  |   9.139   |        0.002  |       -0.002  |     7.115 |         0.017 |        -0.017 |      8.91028 |        0.000477  |       -0.000477  |
| 4911 | TOI-2196 b           | TOI-2196           |         1 |         1 | Transit                   |        2022 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |    1.19473  |      7.9e-06    |     -9.3e-06    |              0 |     0.02234  |         0.0006   |        -0.0006   |               0 |     3.51  |         0.15  |        -0.15  |            0 |     0.313 |         0.013 |        -0.013 |            0 |    26       |         1.3     |        -1.3     |              0 |     0.08181 |         0.00409 |        -0.00409 |              0 | Mass             |      0        |        nan        |        nan        |                0 |    2000    |         100    |        -100    |             0 |     1860 |           20 |          -20 |           0 |          0 | G V           |   5634    |         31    |        -31    |            0 |     1.04 |         0.02 |        -0.02 |           0 |      1.03 |          0.04 |         -0.04 |            0 |    0.14  |        0.05  |       -0.05  |           0 | [Fe/H]        |      4.42 |          0.04 |         -0.04 |            0 | 20h49m21.62s | 312.34    | -70d29m06.26s | -70.4851   |  259.947   |       2.036   |      -2.005   |  12.297   |        0.028  |       -0.028  |    10.346 |         0.023 |        -0.023 |     11.8259  |        0.000228  |       -0.000228  |
| 4912 | TOI-220 b            | TOI-220            |         1 |         1 | Transit                   |        2021 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |   10.6953   |      8.6e-05    |     -8.6e-05    |              0 |     0.08911  |         0.001    |        -0.001    |               0 |     3.03  |         0.15  |        -0.15  |            0 |     0.27  |         0.013 |        -0.013 |            0 |    13.8     |         1       |        -1       |              0 |     0.04342 |         0.00315 |        -0.00315 |              0 | Mass             |      0.032    |          0.038    |         -0.023    |                0 |      16.96 |         nan    |         nan    |             0 |      805 |           21 |          -21 |           0 |          0 | K0 V          |   5298    |         65    |        -65    |            0 |     0.86 |         0.03 |        -0.03 |           0 |      0.83 |          0.03 |         -0.03 |            0 |   -0.217 |        0.044 |       -0.044 |           0 | [Fe/H]        |      4.37 |          0.11 |         -0.11 |            0 | 06h07m11.93s |  91.7997  | -61d59m49.96s | -61.9972   |   90.7402  |       0.1715  |      -0.1709  |  10.466   |        0.007  |       -0.007  |     8.542 |         0.025 |        -0.025 |     10.1897  |        0.000282  |       -0.000282  |
| 4918 | TOI-2260 b           | TOI-2260           |         1 |         1 | Transit                   |        2022 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |    0.352473 |      4.7e-06    |     -4.7e-06    |              0 |     0.0097   |         0.0001   |        -0.0001   |               0 |     1.62  |         0.13  |        -0.13  |            0 |     0.145 |         0.012 |        -0.012 |            0 |     3.26    |       nan       |       nan       |              0 |     0.0102  |       nan       |       nan       |              0 | M-R relationship |    nan        |        nan        |        nan        |              nan |    6839.4  |         nan    |         nan    |             0 |     2609 |           86 |          -86 |           0 |          0 | G V           |   5534    |        100    |       -100    |            0 |     0.94 |         0.05 |        -0.05 |           0 |      0.99 |          0.04 |         -0.04 |            0 |    0.22  |        0.06  |       -0.06  |           0 | [Fe/H]        |      4.62 |          0.1  |         -0.1  |            0 | 16h30m40.08s | 247.667   | +49d02m48.44s |  49.0468   |  101.251   |       0.284   |      -0.283   |  10.474   |        0.006  |       -0.006  |     8.684 |         0.016 |        -0.016 |     10.2488  |        0.000816  |       -0.000816  |
| 4966 | TOI-411 b            | TOI-411            |         1 |         2 | Transit                   |        2022 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |    4.0403   |      2.3e-05    |     -4.2e-05    |              0 |     0.0528   |         0.003    |        -0.003    |               0 |     1.72  |         0.1   |        -0.1   |            0 |     0.153 |         0.009 |        -0.009 |            0 |     3.61    |       nan       |       nan       |              0 |     0.0113  |       nan       |       nan       |              0 | M-R relationship |      0.126    |          0.19     |         -0.009    |                0 |     587.59 |         nan    |         nan    |             0 |     1378 |           36 |          -36 |           0 |          0 | F7/F8V        |   6040    |         48    |        -48    |            0 |     1.16 |         0.03 |        -0.03 |           0 |      1.1  |          0.01 |         -0.01 |            0 |   -0.14  |        0.07  |       -0.07  |           0 | [Fe/H]        |      4.26 |          0.15 |         -0.15 |            0 | 03h39m16.69s |  54.8195  | -42d45m46.90s | -42.763    |   62.7792  |       0.1161  |      -0.1156  |   8.27    |        0.03   |       -0.03   |     6.981 |         0.029 |        -0.029 |      8.1281  |        0.000298  |       -0.000298  |
| 4967 | TOI-411 c            | TOI-411            |         1 |         2 | Transit                   |        2022 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |    9.5731   |      2.6e-05    |     -2.3e-05    |              0 |     0.0939   |         0.0054   |        -0.0054   |               0 |     2.74  |         0.14  |        -0.14  |            0 |     0.244 |         0.012 |        -0.012 |            0 |     7.95    |       nan       |       nan       |              0 |     0.025   |       nan       |       nan       |              0 | M-R relationship |      0.16     |          0.17     |         -0.1      |                0 |     186.02 |         nan    |         nan    |             0 |     1033 |           27 |          -27 |           0 |          0 | F7/F8V        |   6040    |         48    |        -48    |            0 |     1.16 |         0.03 |        -0.03 |           0 |      1.1  |          0.01 |         -0.01 |            0 |   -0.14  |        0.07  |       -0.07  |           0 | [Fe/H]        |      4.26 |          0.15 |         -0.15 |            0 | 03h39m16.69s |  54.8195  | -42d45m46.90s | -42.763    |   62.7792  |       0.1161  |      -0.1156  |   8.27    |        0.03   |       -0.03   |     6.981 |         0.029 |        -0.029 |      8.1281  |        0.000298  |       -0.000298  |
| 4970 | TOI-421 b            | TOI-421            |         2 |         2 | Transit                   |        2020 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |    5.19672  |      0.00049    |     -0.00049    |              0 |     0.056    |         0.0018   |        -0.0018   |               0 |     2.68  |         0.19  |        -0.18  |            0 |     0.239 |         0.017 |        -0.016 |            0 |     7.17    |         0.66    |        -0.66    |              0 |     0.02256 |         0.00208 |        -0.00208 |              0 | Mass             |      0.163    |          0.082    |         -0.071    |                0 |     154.57 |          10.53 |          -9.73 |             0 |      981 |           16 |          -16 |           0 |          0 | G9 V          |   5325    |         78    |        -58    |            0 |     0.87 |         0.01 |        -0.01 |           0 |      0.85 |          0.03 |         -0.02 |            0 |   -0.02  |        0.05  |       -0.05  |           0 | [Fe/H]        |      4.49 |          0.03 |         -0.02 |            0 | 05h27m24.79s |  81.8533  | -14d16m36.27s | -14.2767   |   74.7969  |       0.2041  |      -0.2029  |   9.931   |        0.006  |       -0.006  |     8.071 |         0.018 |        -0.018 |      9.77776 |        0.000189  |       -0.000189  |
| 4989 | TOI-500 c            | TOI-500            |         1 |         4 | Radial Velocity           |        2022 | La Silla Observatory                         |                 0 |    6.6356   |      0.004      |     -0.004      |              0 |   nan        |       nan        |       nan        |             nan |     2.09  |       nan     |       nan     |            0 |     0.187 |       nan     |       nan     |            0 |     5.03    |         0.41    |        -0.41    |              0 |     0.01583 |         0.00129 |        -0.00129 |              0 | Msini            |      0.072    |          0.074    |         -0.05     |                0 |     nan    |         nan    |         nan    |           nan |      nan |          nan |          nan |         nan |          0 | K6 V          |   4440    |        100    |       -100    |            0 |     0.68 |         0.02 |        -0.02 |           0 |      0.74 |          0.02 |         -0.02 |            0 |    0.12  |        0.08  |       -0.08  |           0 | [Fe/H]        |      4.62 |          0.02 |         -0.02 |            0 | 07h06m14.18s | 106.559   | -47d35m16.14s | -47.5878   |   47.3924  |       0.0473  |      -0.0473  |  10.54    |        0.03   |       -0.03   |     7.715 |         0.026 |        -0.026 |     10.1026  |        0.000308  |       -0.000308  |
| 4991 | TOI-500 e            | TOI-500            |         1 |         4 | Radial Velocity           |        2022 | La Silla Observatory                         |                 0 |   61.3      |      0.28       |     -0.28       |              0 |   nan        |       nan        |       nan        |             nan |     3.99  |       nan     |       nan     |            0 |     0.356 |       nan     |       nan     |            0 |    15.05    |         1.12    |        -1.11    |              0 |     0.04735 |         0.00352 |        -0.00349 |              0 | Msini            |      0.073    |          0.068    |         -0.051    |                0 |     nan    |         nan    |         nan    |           nan |      nan |          nan |          nan |         nan |          0 | K6 V          |   4440    |        100    |       -100    |            0 |     0.68 |         0.02 |        -0.02 |           0 |      0.74 |          0.02 |         -0.02 |            0 |    0.12  |        0.08  |       -0.08  |           0 | [Fe/H]        |      4.62 |          0.02 |         -0.02 |            0 | 07h06m14.18s | 106.559   | -47d35m16.14s | -47.5878   |   47.3924  |       0.0473  |      -0.0473  |  10.54    |        0.03   |       -0.03   |     7.715 |         0.026 |        -0.026 |     10.1026  |        0.000308  |       -0.000308  |
| 5006 | TOI-561 c            | TOI-561            |         1 |         4 | Transit                   |        2020 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |   10.7788   |      3.4e-05    |     -3.6e-05    |              0 |     0.0884   |         0.0009   |        -0.0009   |               0 |     2.91  |         0.04  |        -0.04  |            0 |     0.26  |         0.004 |        -0.004 |            0 |     5.39    |         0.69    |        -0.68    |              0 |     0.01696 |         0.00217 |        -0.00214 |              0 | Mass             |      0.03     |          0.035    |         -0.021    |                0 |      68.2  |           3.9  |          -3.9  |             0 |      800 |           11 |          -11 |           0 |          0 | G9 V          |   5372    |         70    |        -70    |            0 |     0.84 |         0.01 |        -0.01 |           0 |      0.81 |          0.04 |         -0.04 |            0 |   -0.4   |        0.05  |       -0.05  |           0 | [Fe/H]        |      4.5  |          0.12 |         -0.12 |            0 | 09h52m44.44s | 148.185   | +06d12m57.97s |   6.2161   |   85.799   |       0.4988  |      -0.4932  |  10.252   |        0.006  |       -0.006  |     8.394 |         0.019 |        -0.019 |     10.0128  |        0.000278  |       -0.000278  |
